Call;QTH;Year;Category;Score;QSOs;WPX;160M;80M;40M;20M;15M;10M;Hours;Club
OM3R;OM;2020;SINGLE-OP LOW ALL;681138;715;479;32;226;247;205;5;0;22.5;NO CLUB
PC1PM;PA;2020;ASSISTED LOW ALL;680512;977;448;0;184;286;221;151;135;27.8;NO CLUB
UA6FZ;UA6;2020;ASSISTED LOW ALL;679098;995;518;0;0;98;448;211;238;22.7;STAVROPOL REGION CONTEST CLUB
LY3BB;LY;2020;SINGLE-OP HIGH 80M (T);676800;787;423;0;787;0;0;0;0;26.5;KAUNAS UNIVERSITY OF TECHNOLOGY RADIO CLUB
DL1GBQ;DL;2020;ASSISTED LOW ALL;675924;933;474;56;206;222;211;114;124;32.1;BAVARIAN CONTEST CLUB
SQ7OXU;SP;2020;SINGLE-OP HIGH 40M (C);675123;741;417;0;0;741;0;0;0;10.4;NO CLUB
HA5PP;HA;2020;ASSISTED HIGH 10M;674713;1093;559;0;0;0;0;0;1093;32.9;HA-DX-CLUB
DM7C;DL;2020;ASSISTED HIGH ALL;673946;771;529;29;23;156;397;112;54;10.4;BAVARIAN CONTEST CLUB
UR5FEO;UR;2020;SINGLE-OP QRP ALL;673794;854;451;18;173;245;281;107;30;35.8;NO CLUB
EA5O;EA;2020;ASSISTED HIGH 10M;673074;1162;549;0;0;0;0;0;1162;23.1;NO CLUB
R3QA;UA3;2020;ASSISTED LOW 20M;672672;884;588;0;0;0;884;0;0;27.1;NO CLUB
WB5VZL;W5;2020;SINGLE-OP HIGH 15M;672128;952;472;0;0;0;0;952;0;25.6;CENTRAL TEXAS DX AND CONTEST CLUB
SN1T;SP;2020;ASSISTED LOW 10M;671962;1139;538;0;0;0;0;0;1139;26.4;NO CLUB
RK9CYA;UA9;2020;MULTI-SINGLE HIGH;671832;620;387;0;16;75;369;97;63;19.9;URAL CONTEST GROUP
KV8Q;W8;2020;SINGLE-OP LOW ALL (C);671163;1014;411;0;110;402;401;70;31;35.5;NO CLUB
F5ICC;F;2020;SINGLE-OP LOW ALL;667818;793;447;0;49;189;267;217;71;27.0;NO CLUB
YO6KPT;YO;2020;SINGLE-OP HIGH 40M (T);667604;673;422;0;0;673;0;0;0;23.0;PUSKAS TIVADAR RADIOKLUB
DL4YR;DL;2020;ASSISTED LOW ALL (T);665680;738;530;15;19;90;390;108;116;20.6;RHEIN RUHR DX ASSOCIATION
DK6WL;DL;2020;ASSISTED HIGH ALL;663648;733;496;0;7;188;307;178;53;8.5;BAVARIAN CONTEST CLUB
UA4W;UA4;2020;ASSISTED HIGH ALL;662823;647;441;0;103;188;277;42;37;7.2;NO CLUB
JE1LFX;JA1;2020;ASSISTED HIGH ALL;661770;598;342;0;17;211;264;99;7;14.3;599 CONTEST CLUB
GD5F;GD;2020;SINGLE-OP HIGH 20M;661643;807;541;0;0;0;807;0;0;31.3;NO CLUB
K2QMF;W2;2020;ASSISTED HIGH ALL;661601;607;419;5;8;142;226;125;101;16.2;ORDER OF BOILED OWLS OF NEW YORK
SQ9DXN;SP;2020;SINGLE-OP HIGH ALL;659692;717;484;19;62;140;236;100;160;25.7;SP DX CLUB
ES2QX;ES;2020;ASSISTED LOW ALL;658685;788;515;0;85;125;521;0;57;31.2;TARTU CONTEST TEAM
YL1ZX;YL;2020;MULTI-SINGLE HIGH;658181;647;499;0;32;212;164;211;28;14.8;NO CLUB
NA4RR;W4;2020;SINGLE-OP HIGH 15M (T);657756;942;484;0;0;0;0;942;0;27.4;ALABAMA CONTEST GROUP
HL2BQG;HL;2020;SINGLE-OP HIGH ALL;657365;1158;365;0;29;168;555;301;105;35.3;NO CLUB
HA7PO;HA;2020;SINGLE-OP LOW ALL;656590;772;470;0;117;162;377;66;50;20.5;NO CLUB
S53R;S5;2020;ASSISTED HIGH ALL (T);655340;727;434;0;48;79;431;128;41;8.0;SLOVENIA CONTEST CLUB
N7ZZ;W9;2020;SINGLE-OP LOW ALL (C);654500;943;425;0;89;209;471;79;95;32.2;NO CLUB
KM6Z;W6;2020;SINGLE-OP LOW ALL (T);653808;1071;424;0;140;346;503;67;15;35.3;SOUTHERN CALIFORNIA CONTEST CLUB
N3ND;W4;2020;ASSISTED HIGH ALL;653040;538;360;0;0;194;295;49;0;9.4;POTOMAC VALLEY RADIO CLUB
OE9WGI;OE;2020;SINGLE-OP LOW ALL;652883;833;427;0;121;405;130;68;109;22.5;NO CLUB
BY3GA;BY;2020;MULTI-TWO;652103;875;431;0;16;115;567;112;65;42.0;NO CLUB
OM2DT;OM;2020;SINGLE-OP LOW ALL;651658;778;523;28;100;115;343;100;92;34.0;NO CLUB
WA6KHK;W6;2020;ASSISTED HIGH ALL;649976;903;452;0;10;149;673;71;0;31.6;SOUTHERN CALIFORNIA CONTEST CLUB
SO4P;SP;2020;ASSISTED HIGH 80M;649031;754;419;0;754;0;0;0;0;24.6;NO CLUB
IO3X;I;2020;ASSISTED HIGH 20M (T);648660;700;569;0;0;0;700;0;0;28.9;ITALIAN CONTEST CLUB
VA3SY;VE3;2020;SINGLE-OP HIGH 20M;648655;848;431;0;0;0;848;0;0;27.5;NO CLUB
BY4DX;BY;2020;MULTI-SINGLE LOW;647755;849;353;0;6;301;285;190;67;44.6;NO CLUB
S57S;S5;2020;SINGLE-OP HIGH 20M;646404;780;498;0;0;0;780;0;0;10.0;SLOVENIA CONTEST CLUB
WN7S;W4;2020;SINGLE-OP HIGH ALL;645284;1009;457;0;111;415;340;110;33;31.4;NO CLUB
UN7FW;UN;2020;SINGLE-OP HIGH ALL (C);643636;620;362;0;10;50;326;127;107;25.5;NO CLUB
9A6A;9A;2020;ASSISTED HIGH 10M (T);641834;1109;538;0;0;0;0;0;1109;31.6;CROATIAN CONTEST CLUB
N4PD;W4;2020;ASSISTED HIGH ALL;641784;502;484;0;0;80;333;89;0;13.4;POTOMAC VALLEY RADIO CLUB
G4DBW;G;2020;ASSISTED HIGH ALL (T);640710;668;565;10;44;177;177;136;124;17.3;CHILTERN DX CLUB
M0TDW;G;2020;ASSISTED HIGH ALL;639860;899;460;0;30;183;356;123;207;26.8;NEWBURY & DISTRICT ARS
W5NE;W5;2020;ASSISTED HIGH ALL (T);638556;733;419;0;42;181;423;15;72;14.0;NO CLUB
9H1PI;9H;2020;ASSISTED LOW ALL (T);638000;941;464;0;0;260;240;138;303;33.1;MARL
IO3A;I;2020;ASSISTED LOW ALL;637515;838;457;2;224;402;111;39;60;32.8;NO CLUB
N5EE;W5;2020;SINGLE-OP LOW ALL;636615;857;423;0;27;215;494;94;27;14.6;DEEP DIXIE CONTEST CLUB
HB7X;HB;2020;ASSISTED HIGH 80M;636366;654;402;0;654;0;0;0;0;9.3;BAVARIAN CONTEST CLUB
AK1MD;W1;2020;ASSISTED HIGH ALL (R);636267;680;393;9;112;310;249;0;0;34.1;YANKEE CLIPPER CONTEST CLUB
E72U;E7;2020;SINGLE-OP HIGH ALL (T);633868;659;428;0;91;261;169;67;71;9.6;NO CLUB
TI2OY;TI;2020;SINGLE-OP LOW ALL (T);632224;608;368;0;0;216;339;53;0;26.1;NO CLUB
XE1CT;XE;2020;SINGLE-OP LOW 20M;631764;738;414;0;0;0;738;0;0;17.8;NO CLUB
ED5N;EA;2020;SINGLE-OP HIGH ALL (C);631536;1004;472;0;0;102;181;415;306;9.4;EA CONTEST CLUB
WT7TT;W0;2020;SINGLE-OP HIGH ALL;628398;1188;431;0;64;282;553;231;58;24.6;GRAND MESA CONTESTERS OF COLORADO
NJ3K;W3;2020;ASSISTED LOW ALL (T);627850;727;433;2;44;192;425;49;15;28.7;NORTH COAST CONTESTERS
JR2PMT;JA2;2020;SINGLE-OP HIGH ALL;625506;643;371;0;55;139;379;58;12;20.7;NO CLUB
RC2A;UA3;2020;ASSISTED HIGH ALL;624844;716;484;0;2;65;193;93;363;23.7;NO CLUB
YO4AR;YO;2020;ASSISTED HIGH ALL;624559;949;449;0;188;353;272;122;14;21.4;CSR BRAILA
WN4AFP;W4;2020;SINGLE-OP LOW ALL (T);622200;956;408;0;194;302;332;101;27;33.3;SWAMP FOX CONTEST GROUP
F8BDQ;F;2020;ASSISTED LOW ALL (T);621998;710;509;0;36;117;271;143;143;25.5;NO CLUB
LZ5QZ;LZ;2020;ASSISTED HIGH 15M;621600;882;560;0;0;0;0;882;0;22.9;NO CLUB
VK5GR;VK;2020;ASSISTED HIGH ALL (T);621230;509;365;0;3;125;353;28;0;36.0;AMATEUR RADIO EXPERIMENTERS GROUP
NN4GG;W4;2020;ASSISTED HIGH ALL;619605;721;441;1;4;223;307;173;13;12.6;SOUTH EAST CONTEST CLUB
SP8ARY;SP;2020;SINGLE-OP HIGH ALL;619242;702;467;0;0;87;488;121;6;22.8;NO CLUB
RK3ER;UA3;2020;ASSISTED HIGH 10M;617880;1026;542;0;0;0;0;0;1026;26.2;RO2E
N9NC;W1;2020;ASSISTED LOW ALL;616588;554;361;0;8;345;159;41;1;10.8;YANKEE CLIPPER CONTEST CLUB
OK1AXB;OK;2020;SINGLE-OP LOW ALL;616478;876;482;15;87;180;371;132;91;25.7;NO CLUB
W5GN;W5;2020;ASSISTED HIGH 20M;615286;962;497;0;0;0;962;0;0;23.4;DFW CONTEST GROUP
K8TE;W5;2020;ASSISTED HIGH ALL;615267;1023;411;0;34;441;381;164;3;22.9;ALBUQUERQUE DX ASSN
JK1LSE;JA1;2020;ASSISTED HIGH ALL;614358;796;367;0;50;213;403;105;25;29.7;NO CLUB
RX3N;UA3;2020;ASSISTED HIGH ALL;614175;1007;475;0;0;108;349;252;298;19.4;RUSSIAN CONTEST CLUB
DL2NBU;DL;2020;ASSISTED LOW ALL;614010;736;485;0;13;185;282;129;127;17.1;BAVARIAN CONTEST CLUB
SP2XX;SP;2020;SINGLE-OP HIGH ALL (C);612622;795;482;0;57;155;306;183;94;20.7;NO CLUB
JA1MZM;JA1;2020;ASSISTED LOW ALL (T);612352;767;368;0;29;139;382;176;41;27.8;NO CLUB
YB1TIA;YB;2020;SINGLE-OP LOW ALL;610827;616;357;0;0;14;466;136;0;32.7;YB LAND DX CLUB
W9PA;W9;2020;ASSISTED HIGH ALL;610080;503;492;0;45;221;204;33;0;14.6;NO CLUB
W1FJ;W1;2020;SINGLE-OP QRP ALL (T);609760;753;370;0;44;244;296;58;111;22.4;YANKEE CLIPPER CONTEST CLUB
EW2ES;EU;2020;SINGLE-OP LOW ALL (C);609606;861;426;55;240;247;319;0;0;30.4;NO CLUB
VA3SB;VE3;2020;SINGLE-OP LOW ALL;609024;588;366;0;21;176;391;0;0;15.9;CONTEST CLUB ONTARIO
OH0Z;OH0;2020;MULTI-SINGLE HIGH;606661;757;421;0;0;55;325;70;307;6.5;NO CLUB
UA6LCJ;UA6;2020;ASSISTED LOW ALL;605381;953;439;4;56;156;328;182;227;38.1;NO CLUB
SV2AEL;SV;2020;ASSISTED LOW 40M;605140;544;395;0;0;544;0;0;0;28.3;CHILTERN DX CLUB
W0AAE;W2;2020;ASSISTED HIGH ALL (R);604219;706;413;1;3;181;512;8;1;25.1;MINNESOTA WIRELESS ASSN
DQ1P;DL;2020;ASSISTED LOW ALL;602490;714;453;0;65;226;166;120;137;27.1;BAVARIAN CONTEST CLUB
K2IW;W2;2020;ASSISTED HIGH ALL;602196;663;428;0;50;180;326;76;31;30.6;NO CLUB
DL9LM;DL;2020;SINGLE-OP HIGH 20M;601620;788;542;0;0;0;788;0;0;28.6;NO CLUB
DP5L;DL;2020;ASSISTED HIGH ALL;600208;649;466;0;15;283;232;65;54;16.8;BAVARIAN CONTEST CLUB
DK5QN;DL;2020;SINGLE-OP HIGH 10M (C);598038;1130;491;0;0;0;0;0;1130;29.1;RHEIN RUHR DX ASSOCIATION
RN9RF;UA9;2020;SINGLE-OP LOW ALL (T);597501;552;337;0;0;103;246;103;100;16.3;NO CLUB
DL5JS;DL;2020;SINGLE-OP LOW ALL (T);597432;862;438;0;38;202;246;166;210;27.5;BAVARIAN CONTEST CLUB
LZ7DX;LZ;2020;ASSISTED LOW 20M;596750;691;550;0;0;0;691;0;0;15.8;THRACIAN ROSE CLUB
ON6QR;ON;2020;ASSISTED QRP ALL;595764;752;494;12;51;207;251;142;89;35.4;NO CLUB
VE7KW;VE7;2020;ASSISTED LOW 20M;595720;694;424;0;0;0;694;0;0;24.9;ORCA DX AND CONTEST CLUB
I3FDZ;I;2020;ASSISTED HIGH ALL;594490;795;538;0;0;92;321;236;146;16.6;ITALIAN CONTEST CLUB
UT8IM;UR;2020;ASSISTED LOW ALL;594315;873;423;30;60;248;272;148;115;29.1;UKRAINIAN CONTEST CLUB
OK1EP;OK;2020;SINGLE-OP HIGH ALL;593460;559;471;0;86;210;181;32;50;14.1;NO CLUB
UA4S;UA4;2020;MULTI-SINGLE HIGH;593232;593;408;0;0;593;0;0;0;9.5;NO CLUB
LZ1QV;LZ;2020;ASSISTED LOW 40M;592211;616;439;0;0;616;0;0;0;17.9;NO CLUB
W6XU;W6;2020;ASSISTED HIGH 40M;590128;593;308;0;0;593;0;0;0;12.5;NORTHERN CALIFORNIA CONTEST CLUB
KE3K;W8;2020;ASSISTED LOW ALL;590085;817;423;9;66;242;328;102;70;30.4;BLOSSOMLAND AMATEUR RADIO ASSOCIATION
UA4AGT;UA4;2020;SINGLE-OP LOW ALL (C);589292;844;454;7;11;170;425;110;121;33.9;ARCK
CX9AU;CX;2020;SINGLE-OP HIGH ALL;587826;495;339;3;44;173;213;61;1;29.6;NO CLUB
K2ZR;W2;2020;ASSISTED LOW ALL (T);586575;785;395;1;58;328;309;73;16;18.8;NIAGARA FRONTIER RADIOSPORT
SF6W;SM;2020;SINGLE-OP LOW ALL (C);586520;996;440;0;176;95;212;268;245;19.8;NO CLUB
W1EBI;W1;2020;ASSISTED LOW ALL;585978;591;381;0;90;185;225;58;33;14.6;YANKEE CLIPPER CONTEST CLUB
NN4FL;W4;2020;ASSISTED HIGH ALL;585825;562;365;3;83;476;0;0;0;9.1;FLORIDA CONTEST GROUP
UG4A;UA4;2020;ASSISTED LOW ALL;584830;783;466;7;57;92;383;160;84;18.2;NO CLUB
G4DDL;G;2020;SINGLE-OP LOW ALL (C);584563;852;427;7;103;169;268;159;146;24.5;BRACKNELL AMATEUR RADIO CLUB
M5D;G;2020;ASSISTED HIGH 10M (T);584443;1011;527;0;0;0;0;0;1011;26.0;ESSEX CW AMATEUR RADIO CLUB
EE3X;EA;2020;ASSISTED QRP ALL (T);582576;652;458;0;107;134;150;124;137;31.7;UNIO RADIOAFICIONATS VALLES ORIENTAL
HA3GO;HA;2020;ASSISTED LOW 80M;582568;654;412;0;654;0;0;0;0;19.3;NO CLUB
RK2M;UA3;2020;ASSISTED LOW ALL;582028;779;454;0;210;59;309;76;125;24.9;NO CLUB
W8WA;W8;2020;SINGLE-OP HIGH 20M (C);581463;622;477;0;0;0;622;0;0;24.3;BAY AREA DXERS
K7UT;W7;2020;ASSISTED HIGH ALL;581152;867;416;3;85;239;437;103;0;25.6;GREAT SALT LAKE CONTEST CLUB
YO3GCL;YO;2020;ASSISTED LOW 40M;580247;554;401;0;0;554;0;0;0;15.7;CSA STEAUA BUCURESTI
W4YE;W4;2020;SINGLE-OP LOW ALL (T);579111;745;403;0;35;200;384;102;24;15.4;POTOMAC VALLEY RADIO CLUB
UY2UQ;UR;2020;SINGLE-OP LOW ALL (C);578912;894;458;64;102;193;345;104;86;30.0;UKRAINIAN CONTEST CLUB
LZ1QZ;LZ;2020;ASSISTED HIGH 80M;575910;669;395;0;669;0;0;0;0;19.0;NO CLUB
W5RYA;W5;2020;SINGLE-OP HIGH ALL;575529;794;439;0;94;100;522;72;6;21.4;NORTH TEXAS CONTEST CLUB
HA5UX;HA;2020;SINGLE-OP HIGH 40M;574860;541;402;0;0;541;0;0;0;20.6;PT2CM
SF0A;SM;2020;ASSISTED QRP ALL (T);574200;751;435;0;124;322;123;20;162;20.2;NO CLUB
N2BJ;W9;2020;ASSISTED HIGH ALL;573773;715;439;11;139;222;254;78;11;21.4;SOCIETY OF MIDWEST CONTESTERS
SP7P;SP;2020;SINGLE-OP HIGH 40M (T);572663;637;403;0;0;637;0;0;0;30.0;BOBO CONTEST GROUP
NB3R;W3;2020;ASSISTED HIGH ALL;571950;525;410;7;19;157;296;46;0;22.5;FRANKFORD RADIO CLUB
5B4APL;5B;2020;ASSISTED LOW ALL;567486;560;339;0;29;50;448;7;26;19.0;VIENNA WIRELESS SOCIETY
RD1A;UA1;2020;ASSISTED QRP 40M;566525;588;425;0;0;588;0;0;0;26.2;RUSSIAN CONTEST CLUB
UT5NC;UR;2020;SINGLE-OP HIGH 40M;566146;620;371;0;0;620;0;0;0;20.7;RADIO-TLUM
IK2AHB;I;2020;SINGLE-OP HIGH ALL (T);564891;804;453;0;101;212;138;189;164;15.9;ITALIAN CONTEST CLUB
RA4HBS;UA4;2020;ASSISTED LOW ALL;564570;799;405;14;194;235;233;109;14;33.0;SAMARA RADIO CLUB
PD1RP;PA;2020;ASSISTED LOW ALL;563816;663;473;0;0;192;300;0;171;35.9;INTEREST GROUP RTTY
UA3QAM;UA3;2020;ASSISTED LOW ALL;562956;602;516;0;109;176;205;62;50;16.8;NO CLUB
BY1CY;BY;2020;MULTI-MULTI;562464;1036;378;0;17;270;557;131;61;36.2;NO CLUB
UN9GD;UN;2020;SINGLE-OP HIGH 10M (C);560694;574;391;0;0;0;0;0;574;17.7;NO CLUB
VE3TM;VE3;2020;SINGLE-OP LOW 20M (T);560348;614;404;0;0;0;614;0;0;25.5;CONTEST CLUB ONTARIO
RU6MO;UA6;2020;SINGLE-OP HIGH ALL;559020;852;462;0;102;197;280;198;75;20.0;NO CLUB
VK2PN;VK;2020;SINGLE-OP HIGH ALL;559000;532;325;0;3;154;346;29;0;22.5;VK CONTEST CLUB
PF6W;PA;2020;MULTI-SINGLE HIGH;558304;783;478;47;43;58;249;271;115;19.9;VERON
LZ1VKD;LZ;2020;SINGLE-OP LOW 20M (C);557568;693;512;0;0;0;693;0;0;29.6;NO CLUB
F4HMX;F;2020;ASSISTED LOW ALL;556698;818;438;0;102;246;309;0;161;28.3;NO CLUB
LY3DA;LY;2020;SINGLE-OP LOW ALL;556301;797;437;1;193;217;188;99;99;19.6;KAUNAS UNIVERSITY OF TECHNOLOGY RADIO CLUB
N2EM;W3;2020;SINGLE-OP LOW ALL (C);554182;812;401;0;12;260;433;66;41;25.7;NO CLUB
F6HJO;F;2020;SINGLE-OP LOW ALL;552976;978;428;0;60;294;186;176;262;23.0;NO CLUB
HA3MU;HA;2020;SINGLE-OP LOW 40M;552299;585;407;0;0;585;0;0;0;35.7;NO CLUB
HA5SE;HA;2020;ASSISTED LOW ALL;551754;756;453;0;0;136;385;139;96;35.4;HAROS RADIO CLUB
IK4DCX;I;2020;ASSISTED LOW 15M (T);550676;812;497;0;0;0;0;812;0;23.5;ITALIAN CONTEST CLUB
NB3I;W3;2020;ASSISTED HIGH ALL;550671;570;363;3;72;315;180;0;0;9.2;FRANKFORD RADIO CLUB
RL3T;UA3;2020;ASSISTED LOW ALL;550440;812;417;0;0;319;309;117;67;25.1;NOR NIZHEGORODSKOE AMATEUR RADIO COMMUNITY
HA5BA;HA;2020;SINGLE-OP QRP ALL;550368;804;432;3;127;196;218;119;141;22.8;HA-DX-CLUB
UR5WCW;UR;2020;ASSISTED HIGH 80M (T);549984;648;408;0;648;0;0;0;0;22.3;LKK LVIV SHORTWAVE CLUB
HA8VV;HA;2020;ASSISTED HIGH ALL;549010;567;434;0;0;187;163;122;95;14.4;BAVARIAN CONTEST CLUB
RT4H;UA4;2020;SINGLE-OP LOW ALL (T);548640;707;480;0;41;114;336;107;109;30.0;NO CLUB
4U9STAYHOME;I;2020;ASSISTED HIGH ALL;547729;828;463;5;2;69;592;34;126;18.0;CROATIAN CONTEST CLUB
K2RET;W2;2020;ASSISTED HIGH ALL (T);547536;608;408;7;65;114;342;65;15;20.4;FRANKFORD RADIO CLUB
N2OO;W2;2020;ASSISTED HIGH ALL;546084;607;396;0;0;128;226;129;124;13.8;FRANKFORD RADIO CLUB
R3FX;UA3;2020;SINGLE-OP HIGH 80M (C);544895;699;415;0;699;0;0;0;0;21.4;RUSSIAN CONTEST CLUB
UR5KO;UR;2020;SINGLE-OP LOW ALL;544768;736;448;40;124;158;214;101;99;29.7;UKRAINIAN CONTEST CLUB
R1DX;UA1;2020;ASSISTED HIGH ALL (T);544320;739;448;0;0;142;136;214;247;10.4;ALRS ST PETERSBURG
K4EJ;W4;2020;SINGLE-OP LOW ALL;544159;704;407;0;18;110;459;101;16;27.7;FLORIDA CONTEST GROUP
AE1T;W1;2020;ASSISTED HIGH ALL;544002;645;426;0;0;73;354;66;152;10.5;YANKEE CLIPPER CONTEST CLUB
N7DD;W7;2020;ASSISTED HIGH 20M;543848;666;433;0;0;0;666;0;0;13.4;ARIZONA OUTLAWS CONTEST CLUB
JR2SCJ;JA2;2020;SINGLE-OP HIGH 40M;542080;404;308;0;0;404;0;0;0;15.5;NO CLUB
W9OP;W9;2020;SINGLE-OP HIGH ALL;541632;706;403;0;43;150;365;134;14;35.5;NORTHEAST WISCONSIN DX ASSN
M8A;G;2020;ASSISTED LOW 20M;541310;729;518;0;0;0;729;0;0;19.5;CHILTERN DX CLUB
LY175Z;LY;2020;SINGLE-OP LOW ALL (C);540956;809;412;35;168;297;228;50;31;26.5;WEST LITHUANIA RADIO CLUB SVYTURYS
ND8L;W8;2020;ASSISTED HIGH ALL;539700;698;420;6;53;69;482;31;57;12.6;NORTH COAST CONTESTERS
DM30RSV;DL;2020;SINGLE-OP HIGH ALL;538968;858;408;53;296;188;137;92;92;16.5;NO CLUB
DL5SFC;DL;2020;ASSISTED LOW ALL (T);537947;529;437;11;46;232;138;21;81;20.3;BAVARIAN CONTEST CLUB
SP5AUY;SP;2020;ASSISTED HIGH 10M;537768;973;504;0;0;0;0;0;973;25.2;NO CLUB
UR7MZ;UR;2020;ASSISTED LOW ALL;536284;662;428;14;47;178;375;11;37;12.2;NO CLUB
OK2SGY;OK;2020;SINGLE-OP LOW ALL;535344;788;456;11;133;203;197;140;104;33.2;NO CLUB
UR5LAM;UR;2020;ASSISTED LOW 80M (T);535335;655;401;0;655;0;0;0;0;12.2;NO CLUB
S50R;S5;2020;SINGLE-OP HIGH 20M (C);535020;642;370;0;0;0;642;0;0;7.3;SLOVENIA CONTEST CLUB
NA4J;W4;2020;ASSISTED HIGH 40M;534336;567;368;0;0;567;0;0;0;12.1;FORSYTH AMATEUR RADIO CLUB
EU4U;EU;2020;SINGLE-OP LOW ALL;534258;876;443;0;18;259;339;148;112;24.1;AGB 536,CTC 3220
SM5EFX;SM;2020;ASSISTED LOW ALL;533936;780;442;22;135;137;331;52;103;15.7;SK5AA VASTERAS RADIOKLUBB
UK7AL;UK;2020;SINGLE-OP HIGH ALL;532800;492;320;0;27;120;288;57;0;18.3;NO CLUB
2E0CVN;G;2020;SINGLE-OP LOW ALL (T);532770;940;430;0;5;256;260;191;228;22.1;NO CLUB
OK1HEH;OK;2020;SINGLE-OP LOW ALL;532042;728;427;0;181;261;181;87;18;21.1;NO CLUB
DL1SVA;DL;2020;ASSISTED HIGH ALL (T);531240;588;456;0;90;112;264;85;37;20.1;NO CLUB
SQ9FMU;SP;2020;ASSISTED LOW ALL;531186;694;446;0;0;98;216;225;155;28.7;SP DX CLUB
UR4IZ;UR;2020;SINGLE-OP HIGH ALL;530932;715;398;0;80;262;253;92;28;20.4;UKRAINIAN CONTEST CLUB
PA5WT;PA;2020;ASSISTED HIGH 10M;530000;964;500;0;0;0;0;0;964;26.7;NO CLUB
K4YJ;W8;2020;ASSISTED LOW ALL;529815;679;429;12;52;111;410;34;60;29.6;SOUTHWEST OHIO DX ASSOCIATION
TA2SE;TA;2020;SINGLE-OP HIGH ALL;529790;532;310;0;58;117;177;132;48;11.1;NO CLUB
DL7VOG;DL;2020;ASSISTED HIGH ALL;528990;719;458;0;15;180;336;117;71;17.0;BAVARIAN CONTEST CLUB
YT1T;YT;2020;SINGLE-OP HIGH 15M;526214;964;481;0;0;0;0;964;0;27.3;CONTEST CLUB SERBIA
N5DO;W5;2020;ASSISTED LOW ALL;526080;695;384;0;0;313;272;72;38;30.0;CENTRAL TEXAS DX AND CONTEST CLUB
UR1YAA;UR;2020;ASSISTED LOW ALL;523988;791;404;39;105;356;54;66;171;18.0;UKRAINIAN CONTEST CLUB
NX3Z;W3;2020;ASSISTED HIGH ALL;523444;569;428;0;32;88;341;70;38;19.5;POTOMAC VALLEY RADIO CLUB
YO5OHO;YO;2020;ASSISTED LOW 10M;523152;942;519;0;0;0;0;0;942;32.4;NO CLUB
K5QR;W5;2020;ASSISTED HIGH 20M (T);522964;589;452;0;0;0;589;0;0;19.2;DFW CONTEST GROUP
M1X;G;2020;ASSISTED HIGH ALL;522084;750;417;0;120;277;353;0;0;15.7;NO CLUB
DJ5IW;DL;2020;ASSISTED HIGH ALL;521732;537;428;0;67;258;158;16;38;18.4;BAVARIAN CONTEST CLUB
RU4LM;UA4;2020;ASSISTED LOW 20M;520500;633;500;0;0;0;633;0;0;13.7;NO CLUB
EI8JX;EI;2020;ASSISTED LOW ALL;520492;618;406;0;0;218;243;77;80;17.2;NO CLUB
K2RB;W2;2020;ASSISTED HIGH ALL;520428;659;372;0;24;167;346;91;31;25.2;ORDER OF BOILED OWLS OF NEW YORK
S58KA;S5;2020;SINGLE-OP LOW ALL (C);519720;764;426;0;129;241;228;113;53;33.6;SLOVENIA CONTEST CLUB
W7VJ;W7;2020;ASSISTED HIGH ALL;519044;620;449;0;26;36;512;46;0;13.3;NO CLUB
N9UA;W9;2020;ASSISTED LOW ALL (T);518111;658;407;0;60;172;323;79;24;20.8;NORTHEAST WISCONSIN DX ASSN
4X0A;4X;2020;ASSISTED HIGH 10M (T);517700;540;334;0;0;0;0;0;540;18.1;NO CLUB
SP4JFR;SP;2020;SINGLE-OP LOW ALL;517248;699;449;0;37;180;243;77;162;20.1;NO CLUB
LY0A;LY;2020;SINGLE-OP HIGH 20M (C);516769;675;431;0;0;0;675;0;0;10.1;KAUNAS UNIVERSITY OF TECHNOLOGY RADIO CLUB
R7AT;UA6;2020;ASSISTED HIGH ALL;516698;552;442;0;0;198;327;14;13;13.2;RUSSIAN CW CLUB
VE1ANU;VE1;2020;SINGLE-OP HIGH 40M;516490;419;290;0;0;419;0;0;0;15.6;NO CLUB
UT8AS;UR;2020;SINGLE-OP LOW 40M;514710;611;387;0;0;611;0;0;0;20.4;UR-QRP-CLUB
F5HTR;F;2020;SINGLE-OP HIGH 40M;514113;594;409;0;0;594;0;0;0;23.2;NO CLUB
GX4ALE;G;2020;SINGLE-OP LOW ALL (C);512928;770;416;31;103;155;177;152;152;17.6;ADDISCOMBE AMATEUR RADIO CLUB
RT7N;UA6;2020;ASSISTED HIGH 10M (T);512577;891;507;0;0;0;0;0;891;27.3;NO CLUB
HA8TP;HA;2020;ASSISTED HIGH 40M;511730;576;365;0;0;576;0;0;0;13.3;NO CLUB
DJ9AO;DL;2020;ASSISTED HIGH 80M (T);511037;557;391;0;557;0;0;0;0;9.7;WORLD WIDE YOUNG CONTESTERS
YO3GNF;YO;2020;ASSISTED LOW ALL (T);510432;798;409;0;63;196;203;175;161;26.3;CSU PITESTI
LW2DOD;LU;2020;ASSISTED HIGH 40M;510022;363;271;0;0;363;0;0;0;24.3;NO CLUB
R3KM;UA3;2020;ASSISTED HIGH 40M;508776;472;348;0;0;472;0;0;0;11.9;RUSSIAN DX CLUB
LY3CY;LY;2020;ASSISTED HIGH ALL;507528;890;424;0;123;113;266;207;181;21.3;LITHUANIAN CONTEST GROUP
ES1BH;ES;2020;ASSISTED HIGH ALL;507504;789;436;21;67;214;402;75;10;13.4;NO CLUB
