Call;QTH;Year;Category;Score;QSOs;WPX;160M;80M;40M;20M;15M;10M;Hours;Club
PZ5RA;PZ;2021;SINGLE-OP LOW ALL;1471570;930;505;0;0;116;329;469;16;23.5;NO CLUB
W3LL;W3;2021;SINGLE-OP HIGH ALL;1459488;1207;552;0;484;553;120;25;25;29.3;POTOMAC VALLEY RADIO CLUB
G0DWV;G;2021;SINGLE-OP HIGH ALL (C);1457346;1098;622;92;209;117;548;132;0;22.9;NORFOLK AMATEUR RADIO CLUB
DR7B;DL;2021;MULTI-SINGLE HIGH;1444808;1105;626;60;454;127;420;44;0;15.3;BAVARIAN CONTEST CLUB
E2E;HS;2021;MULTI-TWO;1441440;1165;495;0;0;271;263;602;29;34.0;NO CLUB
N8CWU;W8;2021;SINGLE-OP HIGH ALL;1439085;1252;591;63;203;305;526;149;6;30.1;MADISON COUNTY OHIO ARC
IF9A;IT9;2021;SINGLE-OP LOW 20M;1436796;1442;746;0;0;0;1442;0;0;34.1;5NNDXCC
4E3X;DU;2021;MULTI-OP DISTRIBUTED;1435548;1309;372;0;0;245;584;195;285;27.2;NO CLUB
OA4SS;OA;2021;SINGLE-OP HIGH ALL;1433936;1149;434;0;0;51;329;586;183;23.4;NO CLUB
LY5AX;LY;2021;MULTI-SINGLE LOW;1431014;1160;598;123;293;408;277;59;0;47.9;KAUNAS UNIVERSITY OF TECHNOLOGY RADIO CLUB
S56M;S5;2021;SINGLE-OP HIGH 20M;1430900;1156;698;0;0;0;1156;0;0;19.8;SLOVENIA CONTEST CLUB
W3KL;W3;2021;SINGLE-OP HIGH 20M (C);1410024;990;588;0;0;0;990;0;0;12.6;POTOMAC VALLEY RADIO CLUB
W9RE;W9;2021;SINGLE-OP HIGH ALL;1409798;1105;559;19;150;543;295;98;0;18.0;SOCIETY OF MIDWEST CONTESTERS
K5RX;W5;2021;SINGLE-OP HIGH ALL (T);1406727;1273;567;21;52;210;839;88;63;22.8;NORTH TEXAS CONTEST CLUB
ZS6TVB;ZS;2021;SINGLE-OP HIGH 15M;1406600;914;541;0;0;0;0;914;0;13.4;NO CLUB
VE6FI;VE6;2021;SINGLE-OP HIGH ALL;1405386;1061;489;0;97;295;644;25;0;27.2;NO CLUB
JH4UTP;JA4;2021;SINGLE-OP HIGH ALL;1404548;958;482;4;28;401;279;192;54;32.6;NO CLUB
WS7X;W4;2021;SINGLE-OP HIGH ALL;1401532;1437;601;0;0;321;977;139;0;23.6;NO CLUB
EV1R;EU;2021;SINGLE-OP HIGH 40M (C);1388736;1089;576;0;0;1089;0;0;0;23.8;BELARUS CONTEST CLUB
IU3BTY;I;2021;SINGLE-OP HIGH 20M (T);1373259;1127;701;0;0;0;1127;0;0;31.1;ARIPA DX TEAM
OL5M;OK;2021;SINGLE-OP HIGH 40M (T);1364544;1127;552;0;0;1127;0;0;0;26.6;CZECH CONTEST CLUB
IB9T;IT9;2021;SINGLE-OP HIGH 15M;1359131;975;599;0;0;0;0;975;0;27.0;ARIPA DX TEAM
EX0M;EX;2021;SINGLE-OP HIGH 20M;1358656;934;568;0;0;0;934;0;0;26.8;NO CLUB
UA9R;UA9;2021;SINGLE-OP LOW ALL;1353366;854;467;1;27;198;420;208;0;31.1;RUSSIAN CONTEST CLUB
KM4HI;W4;2021;SINGLE-OP HIGH 20M (T);1351586;1130;643;0;0;0;1130;0;0;28.1;FLORIDA CONTEST GROUP
RA3RCL;UA3;2021;SINGLE-OP HIGH 20M;1350648;1474;676;0;0;0;1474;0;0;29.6;NO CLUB
W6TK;W6;2021;SINGLE-OP HIGH ALL (C);1347749;1384;559;0;60;351;792;176;5;19.4;SOUTHERN CALIFORNIA CONTEST CLUB
TI2OY;TI;2021;SINGLE-OP HIGH ALL (T);1345905;942;495;0;0;239;427;256;20;20.4;NO CLUB
NF3R;W3;2021;SINGLE-OP HIGH ALL (T);1345449;1192;553;27;304;415;389;50;7;27.6;FRANKFORD RADIO CLUB
KT3M;W3;2021;SINGLE-OP HIGH ALL (C);1336023;1132;601;3;266;203;630;30;0;23.0;FRANKFORD RADIO CLUB
PB00T;PA;2021;SINGLE-OP LOW 80M;1335516;1217;546;0;1217;0;0;0;0;29.8;NO CLUB
IO3F;I;2021;SINGLE-OP HIGH ALL;1332600;992;600;19;104;150;484;135;100;20.1;ITALIAN CONTEST CLUB
JQ1BVI;JA1;2021;SINGLE-OP HIGH ALL;1331622;978;522;9;34;181;511;201;42;35.6;NO CLUB
K2DRH;W9;2021;SINGLE-OP HIGH ALL;1329978;1141;578;0;17;794;283;47;0;28.5;SOCIETY OF MIDWEST CONTESTERS
TA7I;TA;2021;SINGLE-OP LOW ALL;1328992;883;476;0;0;140;374;369;0;19.2;NO CLUB
UW8SM;UR;2021;SINGLE-OP LOW ALL (C);1324576;1172;568;17;422;497;215;21;0;22.1;UKRAINIAN CONTEST CLUB
MM0AOQ;GM;2021;SINGLE-OP HIGH ALL;1323120;1405;596;10;300;463;600;32;0;34.5;NO CLUB
YL1ZF;YL;2021;SINGLE-OP LOW ALL (T);1322511;1125;587;89;281;387;330;38;0;31.7;LATVIAN CONTEST CLUB
YT7AA;YT;2021;SINGLE-OP HIGH 40M;1317235;892;569;0;0;892;0;0;0;18.1;NO CLUB
KE2D;W2;2021;SINGLE-OP HIGH ALL (T);1311161;985;523;54;229;396;254;48;4;24.6;FRANKFORD RADIO CLUB
KK5I;W5;2021;SINGLE-OP HIGH ALL;1307565;1769;593;0;139;451;1170;9;0;27.3;NO CLUB
HB9CVQ;HB;2021;SINGLE-OP HIGH ALL;1306470;1027;535;173;316;230;302;6;0;17.4;NO CLUB
PY2NY;PY;2021;SINGLE-OP LOW 20M (C);1298219;975;481;0;0;0;975;0;0;22.2;ARAUCARIA DX GROUP
UP9L;UN;2021;MULTI-SINGLE HIGH;1296308;950;514;0;0;23;617;310;0;19.3;NO CLUB
DQ5M;DL;2021;MULTI-SINGLE LOW;1295490;1036;597;38;428;300;201;68;1;18.1;BAVARIAN CONTEST CLUB
ES2MC;ES;2021;SINGLE-OP LOW ALL;1286688;992;624;9;79;354;466;84;0;28.4;NO CLUB
S52WW;S5;2021;SINGLE-OP HIGH ALL (T);1285592;1078;616;10;92;465;492;19;0;19.9;VRHNIKA CONTESTERS
YB1DNF;YB;2021;SINGLE-OP HIGH ALL;1279228;946;482;0;0;163;18;765;0;18.2;ORARI LOKAL BOGOR
TG9ANF;TG;2021;SINGLE-OP LOW ALL;1276352;1221;448;0;60;75;363;523;200;14.8;NO CLUB
LY2DX;LY;2021;MULTI-SINGLE LOW;1271670;1133;582;80;353;351;311;38;0;47.9;KAUNAS UNIVERSITY OF TECHNOLOGY RADIO CLUB
UD4F;UA4;2021;SINGLE-OP HIGH 15M;1267022;1136;541;0;0;0;0;1136;0;23.2;NO CLUB
OM5WW;OM;2021;SINGLE-OP HIGH 80M;1266198;1082;551;0;1082;0;0;0;0;27.4;NO CLUB
LY7T;LY;2021;SINGLE-OP HIGH ALL (T);1264425;1139;575;94;330;440;244;31;0;34.4;BALTIC CONTEST CLUB
IT9FRX;IT9;2021;SINGLE-OP LOW ALL;1264000;1347;632;2;37;353;836;118;1;24.8;ITALIAN CONTEST CLUB
UA3BL;UA3;2021;SINGLE-OP LOW ALL;1261638;1167;589;51;257;295;453;111;0;35.0;NO CLUB
OM7RU;OM;2021;SINGLE-OP LOW ALL;1254528;873;594;83;250;253;236;51;0;35.9;NO CLUB
DM5B;DL;2021;MULTI-SINGLE LOW;1249731;1183;581;0;516;421;223;22;1;39.5;EAST SIDE CONTEST CLUB
RW9DX;UA9;2021;SINGLE-OP HIGH 15M;1243263;993;511;0;0;0;0;993;0;20.3;URAL CONTEST GROUP
ZV5M;PY;2021;SINGLE-OP HIGH ALL;1240778;896;539;0;0;32;113;587;164;28.6;ASSOCIACAO DOS RADIOAMADORES DO PARANA
DH1TT;DL;2021;SINGLE-OP HIGH ALL;1223770;917;530;0;303;0;477;137;0;17.4;BAVARIAN CONTEST CLUB
CX2DK;CX;2021;SINGLE-OP HIGH 10M;1217236;1039;452;0;0;0;0;0;1039;24.3;LU CONTEST GROUP
LX7I;LX;2021;SINGLE-OP LOW 20M;1217091;989;569;0;0;0;989;0;0;32.5;NO CLUB
HZ1BW;HZ;2021;SINGLE-OP LOW ALL (T);1208070;906;465;0;13;38;294;466;95;19.3;SAUDI CONTEST GROUP
IO8O;I;2021;SINGLE-OP LOW ALL (C);1195488;1137;593;0;293;374;435;35;0;21.3;ITALIAN CONTEST CLUB
SZ21TK;SV;2021;MULTI-OP DISTRIBUTED;1191944;1306;584;10;204;307;687;98;0;28.6;RADIO AMATEUR ASSOCIATION OF WESTERN PELOPONNESE
UA0SU;UA0;2021;SINGLE-OP HIGH ALL (T);1186180;899;508;0;9;124;510;256;0;32.5;IRKUTSK RADIO CLUB
4M8E;YV;2021;SINGLE-OP LOW 40M (T);1182375;614;375;0;0;614;0;0;0;26.5;RADIO CLUB VENEZOLANO CARACAS
RC5Z;UA3;2021;SINGLE-OP HIGH ALL (C);1176450;1152;575;88;105;375;531;53;0;20.2;RUSSIAN CONTEST CLUB
YB0IBM;YB;2021;SINGLE-OP HIGH ALL;1175438;873;506;0;0;28;300;541;4;13.9;NO CLUB
B7M;BY;2021;SINGLE-OP HIGH ALL;1173744;1016;494;0;0;114;274;523;105;32.5;B7M CONTEST CLUB
9A10FF;9A;2021;MULTI-OP DISTRIBUTED;1166844;1029;609;0;396;144;414;75;0;27.6;CROATIAN CONTEST CLUB
RA9AU;UA9;2021;SINGLE-OP HIGH 20M;1163712;786;551;0;0;0;786;0;0;18.2;SOUTH URAL CONTEST CLUB
SV3RPQ;SV;2021;SINGLE-OP LOW ALL;1162933;1221;631;0;72;112;909;124;4;34.4;NO CLUB
IN3ZNR;I;2021;SINGLE-OP HIGH ALL;1153705;919;595;0;191;122;426;174;6;23.8;NO CLUB
YO8BDW;YO;2021;SINGLE-OP HIGH ALL (C);1152008;1083;572;0;223;263;521;76;0;25.2;CSTA SUCEAVA
ZP6RAI;ZP;2021;MULTI-SINGLE LOW;1143376;922;478;0;1;153;277;368;123;32.0;NO CLUB
9V1YC;9V;2021;SINGLE-OP HIGH ALL;1141569;934;429;0;10;261;337;324;2;24.9;NO CLUB
HG6L;HA;2021;MULTI-SINGLE LOW;1140638;1037;563;67;345;321;262;42;0;44.7;NO CLUB
KU2M;W2;2021;SINGLE-OP HIGH ALL;1136200;735;520;0;3;186;426;95;25;13.1;FRANKFORD RADIO CLUB
UT4U;UR;2021;SINGLE-OP HIGH ALL;1133220;810;510;0;0;250;189;371;0;16.6;UKRAINIAN CONTEST CLUB
RO9A;UA9;2021;SINGLE-OP HIGH ALL (T);1129482;772;479;0;17;106;458;191;0;23.5;SOUTH URAL CONTEST CLUB
DJ3HW;DL;2021;SINGLE-OP LOW ALL;1129128;953;572;0;284;302;322;45;0;32.7;BAVARIAN CONTEST CLUB
4X0A;4X;2021;SINGLE-OP HIGH 15M (T);1124458;853;466;0;0;0;0;853;0;11.3;NO CLUB
F8KCF;F;2021;MULTI-SINGLE HIGH;1116666;884;549;12;172;169;421;110;0;30.3;CLIPPERTON DX CLUB
LW1D;LU;2021;SINGLE-OP HIGH ALL (T);1116387;895;489;0;1;33;260;538;63;28.3;NO CLUB
AC9S;W9;2021;SINGLE-OP HIGH ALL;1104600;1090;525;0;221;510;256;92;11;26.0;SOCIETY OF MIDWEST CONTESTERS
B4O;BY;2021;MULTI-TWO;1103844;1005;476;0;72;232;381;285;35;44.3;ONE PARTNER DX CLUB
DK5DQ;DL;2021;SINGLE-OP LOW ALL (C);1094610;1033;535;55;362;269;277;67;3;25.6;RHEIN RUHR DX ASSOCIATION
K9KE;W9;2021;SINGLE-OP HIGH ALL;1087840;1123;523;0;116;470;444;81;12;25.0;SOCIETY OF MIDWEST CONTESTERS
AC0W;W0;2021;SINGLE-OP LOW ALL;1086696;1192;516;46;201;352;521;58;14;30.6;MINNESOTA WIRELESS ASSN
CT2HOV;CT;2021;SINGLE-OP LOW ALL;1085084;990;572;0;67;230;516;159;18;36.0;NO CLUB
B1Z;BY;2021;MULTI-TWO;1084860;1026;492;0;9;192;427;378;20;32.3;B1Z CLUB
PV7M;PY;2021;SINGLE-OP LOW ALL (T);1084848;906;466;0;6;32;269;517;82;24.8;RIO DX GROUP
LC6C;LA;2021;SINGLE-OP HIGH ALL;1084413;1001;561;65;149;355;364;68;0;33.9;LA CONTEST CLUB
KM2O;W2;2021;SINGLE-OP HIGH ALL;1081020;759;516;15;65;159;363;122;35;22.4;HUDSON VALLEY CONTESTERS AND DXERS
UF4S;UA4;2021;SINGLE-OP HIGH ALL (C);1072812;934;529;0;0;310;269;355;0;11.2;NO CLUB
YL2KO;YL;2021;SINGLE-OP HIGH ALL;1069174;876;566;0;0;104;445;326;1;11.4;LATVIAN CONTEST CLUB
NC6R;W6;2021;SINGLE-OP HIGH ALL;1066545;1472;519;0;240;395;717;120;0;23.7;MOTHER LODE DX/CONTEST CLUB
SP7RFF;SP;2021;SINGLE-OP HIGH ALL;1056888;1095;504;130;417;451;69;28;0;30.2;NO CLUB
DL1ATZ;DL;2021;SINGLE-OP HIGH ALL;1056510;993;546;38;284;304;322;43;2;29.1;EUROPEAN DX CONTEST CLUB
DY1T;DU;2021;SINGLE-OP HIGH ALL (C);1055832;983;328;0;0;371;169;341;102;19.4;NO CLUB
YU1UO;YT;2021;SINGLE-OP HIGH 40M (T);1055080;854;520;0;0;854;0;0;0;37.5;CONTEST CLUB SERBIA
K1ZZ;W1;2021;SINGLE-OP HIGH ALL;1053855;715;495;1;70;131;329;144;40;20.8;YANKEE CLIPPER CONTEST CLUB
DL1CG;DL;2021;SINGLE-OP HIGH ALL;1052345;896;535;70;221;276;238;78;13;29.9;RHEIN RUHR DX ASSOCIATION
KA2K;W2;2021;SINGLE-OP HIGH ALL;1050096;735;501;0;132;188;306;91;18;20.6;FRANKFORD RADIO CLUB
K3QH;W4;2021;SINGLE-OP HIGH ALL;1049572;1280;524;0;60;257;822;50;91;25.9;NO CLUB
DQ5T;DL;2021;SINGLE-OP HIGH ALL (T);1048667;861;569;0;149;227;390;95;0;25.1;BAVARIAN CONTEST CLUB
II0I;I;2021;SINGLE-OP HIGH 20M (C);1048420;1047;620;0;0;0;1047;0;0;18.1;NO CLUB
VE5MX;VE5;2021;SINGLE-OP HIGH ALL;1046925;711;495;0;0;218;470;23;0;22.2;SASKATCHEWAN CONTEST CLUB
BI4WOP;BY;2021;MULTI-TWO;1045135;1003;455;0;0;193;527;274;9;26.9;NO CLUB
SP3P;SP;2021;SINGLE-OP LOW ALL;1041216;956;528;56;408;331;151;10;0;36.4;NO CLUB
PR2N;PY;2021;SINGLE-OP HIGH 20M;1039773;819;469;0;0;0;819;0;0;19.8;CDR GROUP
9M2TDX;9M2;2021;SINGLE-OP HIGH ALL (R);1037300;845;410;1;5;213;206;411;9;30.7;TERENGGANU DX TEAM
PY1VOY;PY;2021;SINGLE-OP HIGH 15M;1036035;765;495;0;0;0;0;765;0;21.5;RIO DX GROUP
US2IR;UR;2021;SINGLE-OP HIGH ALL;1035780;1022;566;29;120;209;501;162;1;24.4;UKRAINIAN CONTEST CLUB
N2RRA;W2;2021;SINGLE-OP HIGH ALL (T);1029716;1075;508;0;400;328;317;30;0;33.5;NO CLUB
DQ0Y;DL;2021;SINGLE-OP HIGH ALL (C);1027824;876;552;34;175;261;285;85;36;21.7;BAVARIAN CONTEST CLUB
DL1EK;DL;2021;SINGLE-OP HIGH ALL;1027260;965;585;0;127;297;466;74;1;22.6;RHEIN RUHR DX ASSOCIATION
KH6CJJ;KH6;2021;SINGLE-OP LOW ALL (T);1026080;941;352;3;28;50;435;343;82;28.6;MAUI AMATEUR RADIO CLUB
YM3KB;TA;2021;MULTI-SINGLE LOW;1024880;747;368;0;43;256;448;0;0;30.9;NO CLUB
LT7F;LU;2021;SINGLE-OP HIGH ALL (T);1018820;829;484;0;0;20;50;461;298;18.7;LU CONTEST GROUP
4X1IM;4X;2021;SINGLE-OP HIGH ALL;1017163;756;439;2;15;50;303;386;0;14.7;NO CLUB
VR2EH;VR;2021;SINGLE-OP LOW 15M;1016004;1003;516;0;0;0;0;1003;0;27.4;TYPHOON SIGNAL 9 CONTEST GROUP
N1RP;W1;2021;SINGLE-OP HIGH ALL;1015054;743;503;0;65;180;378;107;13;24.1;YANKEE CLIPPER CONTEST CLUB
DD8SM;DL;2021;SINGLE-OP HIGH ALL;1006470;973;530;0;317;361;265;30;0;36.3;RHEIN RUHR DX ASSOCIATION
SP9RCL;SP;2021;SINGLE-OP HIGH 20M;1005771;893;533;0;0;0;893;0;0;22.4;SP DX CLUB
NC7M;W7;2021;SINGLE-OP HIGH ALL;1005312;1115;528;5;0;293;805;12;0;24.5;WILLAMETTE VALLEY DX CLUB
IK2TDM;I;2021;SINGLE-OP HIGH ALL (C);1002249;900;577;0;221;199;341;114;25;20.9;SHARKS DX TEAM
IK0NMJ;I;2021;SINGLE-OP HIGH ALL (T);1000632;941;519;102;350;328;100;61;0;34.1;NO CLUB
YB9GV;YB;2021;SINGLE-OP LOW 15M;999254;835;454;0;0;0;0;835;0;26.1;NO CLUB
OR1Z;ON;2021;SINGLE-OP HIGH ALL (C);998186;1054;518;0;381;396;265;12;0;18.1;UBA NOK
SP7MC;SP;2021;SINGLE-OP HIGH ALL (C);997560;927;510;38;388;164;255;79;3;19.5;NO CLUB
9M2S;9M2;2021;MULTI-OP DISTRIBUTED;994812;906;364;0;15;274;348;253;16;31.9;KULAI DXERS CLUB
N9NC;W1;2021;SINGLE-OP HIGH ALL;993895;749;511;0;74;178;406;83;8;11.7;YANKEE CLIPPER CONTEST CLUB
PY5WW;PY;2021;SINGLE-OP HIGH 20M (C);989460;845;460;0;0;0;845;0;0;16.0;ARAUCARIA DX GROUP
ZY2B;PY;2021;SINGLE-OP LOW 20M;985803;757;471;0;0;0;757;0;0;27.9;RIO DX GROUP
RC9J;UA9;2021;MULTI-SINGLE HIGH;984242;741;458;0;18;88;568;67;0;16.3;ARCK
W3FV;W3;2021;SINGLE-OP HIGH ALL;983920;726;502;0;85;139;386;113;3;20.0;FRANKFORD RADIO CLUB
SP1DSZ;SP;2021;SINGLE-OP LOW ALL;983105;921;557;17;178;467;232;27;0;25.6;NO CLUB
IZ3NYG;I;2021;SINGLE-OP HIGH ALL;979927;877;559;0;461;25;313;78;0;29.4;ITALIAN CONTEST CLUB
IU8LMC;I;2021;SINGLE-OP HIGH 20M (C);979089;1031;579;0;0;0;1031;0;0;18.3;NO CLUB
YU3DKO;YT;2021;SINGLE-OP HIGH 20M (R);977676;1208;618;0;0;0;1208;0;0;32.7;WEST SERBIA CONTEST CLUB
OE1HHB;OE;2021;SINGLE-OP LOW ALL;974650;923;505;48;246;337;214;69;9;35.8;NO CLUB
SN5A;SP;2021;SINGLE-OP HIGH 40M;972942;892;501;0;0;892;0;0;0;26.7;NO CLUB
KN2M;W2;2021;SINGLE-OP HIGH ALL (C);971598;683;498;0;82;73;457;68;3;14.3;NO CLUB
YO7SR;YO;2021;SINGLE-OP LOW ALL (C);967232;973;544;66;224;192;420;71;0;20.8;CSM CRAIOVA
DK7AM;DL;2021;SINGLE-OP HIGH ALL;966240;812;488;130;216;126;187;107;46;20.3;BAVARIAN CONTEST CLUB
FG4ST;FG;2021;SINGLE-OP HIGH ALL;965350;821;430;0;42;157;271;323;28;27.7;NO CLUB
NA8V;W8;2021;SINGLE-OP HIGH ALL;959577;889;499;8;320;73;462;26;0;12.1;MAD RIVER RADIO CLUB
DK4VW;DL;2021;SINGLE-OP HIGH ALL;956416;837;512;0;180;241;278;135;3;30.4;BAVARIAN CONTEST CLUB
VE6AO;VE6;2021;MULTI-MULTI;943384;1148;386;4;38;136;943;27;0;23.4;CALGARY AMATEUR RADIO ASSOCIATION
W0PR;W0;2021;SINGLE-OP HIGH ALL;938792;1268;491;0;140;647;450;29;2;15.8;MINNESOTA WIRELESS ASSN
OH6MSZ;OH;2021;SINGLE-OP HIGH ALL;936269;1193;563;0;0;185;961;47;0;28.9;NO CLUB
PY2EX;PY;2021;SINGLE-OP HIGH ALL (C);932217;795;451;0;4;11;266;397;117;17.0;SAO PAULO CONTEST GROUP
DL4SKF;DL;2021;SINGLE-OP HIGH ALL;931260;819;510;26;251;150;282;108;2;29.0;DARC
NN3W;W4;2021;SINGLE-OP HIGH ALL (T);927344;874;479;0;296;270;211;92;5;14.2;POTOMAC VALLEY RADIO CLUB
CT1BOL;CT;2021;SINGLE-OP HIGH ALL;924288;819;498;0;0;187;317;198;117;21.5;NO CLUB
CO8NDZ;CM;2021;SINGLE-OP LOW ALL;923212;947;443;0;1;48;669;169;60;21.4;NO CLUB
N8BI;W8;2021;SINGLE-OP HIGH ALL;923033;757;479;4;136;153;341;114;9;25.3;PORTAGE COUNTY AMATEUR RADIO SERVICE
BD4RCC;BY;2021;MULTI-TWO;922675;977;425;1;38;247;409;258;24;37.8;NO CLUB
VK2BY;VK;2021;SINGLE-OP HIGH ALL (C);922154;803;386;0;1;214;69;518;1;19.9;NO CLUB
9M2SAF;9M2;2021;SINGLE-OP LOW ALL (R);920885;907;317;0;12;433;197;262;3;24.4;NO CLUB
3Z1K;SP;2021;MULTI-SINGLE LOW;919296;867;513;20;372;276;161;38;0;32.1;BARLINEK CONTEST GROUP
I2SVA;I;2021;SINGLE-OP HIGH ALL;916455;820;535;0;40;462;230;50;38;20.8;NO CLUB
LY9A;LY;2021;SINGLE-OP QRP ALL;915607;952;517;36;144;310;403;59;0;35.9;KAUNAS UNIVERSITY OF TECHNOLOGY RADIO CLUB
SP9DTE;SP;2021;SINGLE-OP HIGH ALL (T);909860;973;469;104;270;514;77;8;0;24.3;NO CLUB
YB2IQ;YB;2021;SINGLE-OP HIGH ALL;909480;767;424;0;0;216;40;509;2;18.3;YB LAND DX CLUB
YC9BHJ;YB;2021;SINGLE-OP HIGH ALL;908800;889;400;0;3;330;103;442;11;29.7;YB-LAND DXING PASSION IS
LY2K;LY;2021;SINGLE-OP HIGH ALL;906392;985;548;21;162;296;470;36;0;22.0;KAUNAS UNIVERSITY OF TECHNOLOGY RADIO CLUB
W6AFA;W6;2021;SINGLE-OP HIGH 40M;906108;974;402;0;0;974;0;0;0;31.8;SOUTHERN CALIFORNIA CONTEST CLUB
UA6YN;UA6;2021;SINGLE-OP HIGH ALL;906100;1042;533;7;90;346;411;188;0;28.1;SHAKHAN CONTEST CLUB
ND8DX;W8;2021;SINGLE-OP HIGH 80M (C);905175;1008;447;0;1008;0;0;0;0;25.0;NO CLUB
AK1MD;W1;2021;SINGLE-OP HIGH ALL (R);900592;936;473;12;163;355;388;11;7;26.9;YANKEE CLIPPER CONTEST CLUB
VE4GV;VE4;2021;SINGLE-OP HIGH ALL;893826;851;414;0;7;232;580;29;3;9.3;RADIOSPORT MANITOBA
OG3B;OH;2021;SINGLE-OP HIGH 80M;893129;917;491;0;917;0;0;0;0;25.9;NO CLUB
IK6GPZ;I;2021;SINGLE-OP HIGH ALL;891044;919;526;58;159;273;271;153;5;27.1;NO CLUB
UX2MF;UR;2021;SINGLE-OP LOW ALL (C);889515;892;495;26;148;351;296;71;0;23.6;NO CLUB
DL1MHJ;DL;2021;SINGLE-OP LOW ALL (T);889133;799;497;32;189;264;195;117;2;34.5;BAVARIAN CONTEST CLUB
YB9DE;YB;2021;MULTI-SINGLE LOW;887170;850;395;0;2;353;30;464;1;38.2;NO CLUB
VX3LRL;VE3;2021;SINGLE-OP HIGH ALL (T);886900;704;362;0;206;319;170;9;0;26.8;CONTEST CLUB ONTARIO
F6IRA;F;2021;SINGLE-OP HIGH ALL;885046;959;547;0;0;254;664;41;0;20.6;NO CLUB
R9YU;UA9;2021;SINGLE-OP LOW ALL (C);879168;772;482;0;0;0;507;264;1;26.3;RDRC
UR5RP;UR;2021;SINGLE-OP HIGH ALL;878850;961;525;31;151;163;556;60;0;36.6;NO CLUB
N3FJP;W3;2021;SINGLE-OP HIGH ALL;878061;790;487;2;72;251;341;106;18;26.2;NORTHEAST MARYLAND AMATEUR RADIO CONTEST SOCIETY
RA0QD;UA0;2021;SINGLE-OP HIGH ALL (T);873712;993;464;0;7;117;525;341;3;26.5;NO CLUB
IV3JVJ;I;2021;SINGLE-OP HIGH 20M;872380;818;530;0;0;0;818;0;0;18.2;NO CLUB
N9GB;W0;2021;SINGLE-OP HIGH ALL;864975;1065;475;4;125;574;325;37;0;17.7;NO CLUB
M1U;G;2021;SINGLE-OP HIGH ALL (C);863786;860;497;31;288;266;231;44;0;20.6;NO CLUB
DL7ON;DL;2021;SINGLE-OP HIGH ALL;862208;777;512;33;158;74;442;70;0;11.7;BAVARIAN CONTEST CLUB
NR3X;W4;2021;SINGLE-OP HIGH ALL;860985;994;477;22;201;327;342;79;23;12.8;POTOMAC VALLEY RADIO CLUB
OZ73A;OZ;2021;MULTI-SINGLE LOW;858714;832;501;91;282;283;158;18;0;31.2;NO CLUB
NU2A;W2;2021;SINGLE-OP HIGH 20M;856500;716;500;0;0;0;716;0;0;21.6;NO CLUB
UR6EA;UR;2021;SINGLE-OP LOW 40M (C);855142;756;478;0;0;756;0;0;0;22.3;UKRAINIAN CONTEST CLUB
WC6H;W6;2021;SINGLE-OP HIGH ALL;849372;892;444;0;1;294;421;174;2;9.8;NORTHERN CALIFORNIA CONTEST CLUB
DL0LK;DL;2021;SINGLE-OP HIGH ALL (T);847110;998;510;0;376;304;286;32;0;26.1;BAVARIAN CONTEST CLUB
EA3C;EA;2021;SINGLE-OP HIGH ALL (T);839016;980;542;0;37;191;652;100;0;24.6;NO CLUB
OK2MBP;OK;2021;SINGLE-OP LOW ALL;833976;869;486;43;308;278;230;10;0;35.9;NO CLUB
UT3EV;UR;2021;SINGLE-OP LOW 20M;831444;1238;579;0;0;0;1238;0;0;29.8;NO CLUB
DP7X;DL;2021;SINGLE-OP HIGH ALL;829576;773;484;22;359;132;227;29;4;12.5;BAVARIAN CONTEST CLUB
SQ8N;SP;2021;SINGLE-OP HIGH ALL;828135;746;495;17;210;274;143;84;18;18.8;NO CLUB
LY7R;LY;2021;SINGLE-OP LOW ALL;828036;879;492;52;294;304;203;26;0;33.2;KAUNAS UNIVERSITY OF TECHNOLOGY RADIO CLUB
OK1KKI;OK;2021;MULTI-SINGLE HIGH;823680;859;480;0;347;353;108;51;0;19.1;NO CLUB
IR9Z;IT9;2021;SINGLE-OP HIGH 20M (C);817765;1231;547;0;0;0;1231;0;0;19.1;ITALIAN CONTEST CLUB
DL0HMK;DL;2021;SINGLE-OP HIGH ALL (T);813207;849;489;114;195;234;245;61;0;35.9;NO CLUB
OP4K;ON;2021;SINGLE-OP LOW ALL;801864;821;518;0;136;243;405;37;0;15.4;CONTEST CLUB BELGIUM
EA1R;EA;2021;SINGLE-OP LOW ALL (C);800139;984;541;0;14;104;756;110;0;23.9;NO CLUB
RT1S;UA1;2021;SINGLE-OP HIGH ALL;798018;1052;507;10;163;232;618;29;0;34.2;ARCK
EU5C;EU;2021;SINGLE-OP HIGH ALL (C);797070;754;489;0;0;90;579;84;1;18.6;BELARUS CONTEST CLUB
Z32ID;Z3;2021;SINGLE-OP LOW 40M (T);794955;640;469;0;0;640;0;0;0;23.4;NO CLUB
UY5VA;UR;2021;SINGLE-OP HIGH ALL;794170;1039;533;32;59;4;816;127;1;23.9;UKRAINIAN CONTEST CLUB
KQ1F;W1;2021;SINGLE-OP LOW ALL;793872;666;444;0;177;121;263;89;16;24.8;YANKEE CLIPPER CONTEST CLUB
PI4RS;PA;2021;MULTI-SINGLE HIGH;792774;865;477;45;227;336;221;36;0;38.4;NO CLUB
